Metadata_Source,Metadata_Plate,Metadata_Well,Metadata_JCP2022,Metadata_PlateType,Metadata_MoA
source_7,CP3-SC1-02,L19,JCP2022_114461,COMPOUND,ATP channel blocker|insulin secretagogue|sulfonylurea
source_7,CP3-SC1-02,L20,JCP2022_082244,COMPOUND,CDK inhibitor
source_7,CP3-SC1-02,L21,JCP2022_029684,COMPOUND,lipoprotein lipase activator
source_7,CP3-SC1-02,L22,JCP2022_034199,COMPOUND,adrenergic receptor antagonist
source_7,CP3-SC1-02,M04,JCP2022_099101,COMPOUND,angiogenesis inhibitor
source_7,CP3-SC1-02,M05,JCP2022_068713,COMPOUND,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor
source_7,CP3-SC1-02,M09,JCP2022_006998,COMPOUND,WEE1 kinase inhibitor
source_7,CP3-SC1-02,M10,JCP2022_000878,COMPOUND,mycolic synthesis inhibitor
source_7,CP3-SC1-02,M11,JCP2022_001400,COMPOUND,cannabinoid receptor modulator
source_7,CP3-SC1-02,M13,JCP2022_008065,COMPOUND,xanthine oxidase inhibitor
source_7,CP3-SC1-02,M14,JCP2022_016340,COMPOUND,cholesterol inhibitor
source_7,CP3-SC1-02,M15,JCP2022_052711,COMPOUND,AKT inhibitor
source_7,CP3-SC1-02,M17,JCP2022_058852,COMPOUND,rho associated kinase inhibitor
source_7,CP3-SC1-02,M19,JCP2022_074764,COMPOUND,coagulation factor inhibitor
source_7,CP3-SC1-02,M20,JCP2022_115069,COMPOUND,estrogen receptor agonist
source_7,CP3-SC1-02,M21,JCP2022_081019,COMPOUND,cholinesterase inhibitor
source_7,CP3-SC1-02,N05,JCP2022_063400,COMPOUND,xanthine oxidase inhibitor
source_7,CP3-SC1-02,N06,JCP2022_015608,COMPOUND,protein synthesis stimulant
source_7,CP3-SC1-02,N07,JCP2022_038708,COMPOUND,diuretic
source_7,CP3-SC1-02,N09,JCP2022_097171,COMPOUND,melanin inhibitor
source_7,CP3-SC1-02,N10,JCP2022_090132,COMPOUND,antispasmodic
source_7,CP3-SC1-02,N11,JCP2022_105494,COMPOUND,other antifungal
source_7,CP3-SC1-02,N12,JCP2022_076523,COMPOUND,DNA synthesis inhibitor
source_7,CP3-SC1-02,N14,JCP2022_017597,COMPOUND,GABA receptor antagonist
source_7,CP3-SC1-02,N16,JCP2022_038138,COMPOUND,potassium channel blocker
source_7,CP3-SC1-02,N19,JCP2022_078588,COMPOUND,alcohol dehydrogenase inhibitor
source_7,CP3-SC1-02,O03,JCP2022_104655,COMPOUND,dopamine receptor antagonist|serotonin receptor antagonist
source_7,CP3-SC1-02,O09,JCP2022_013769,COMPOUND,FLT3 inhibitor
source_7,CP3-SC1-02,O11,JCP2022_015333,COMPOUND,PDGFR tyrosine kinase receptor inhibitor
source_7,CP3-SC1-02,O14,JCP2022_054789,COMPOUND,DNA polymerase inhibitor
source_7,CP3-SC1-02,O15,JCP2022_095031,COMPOUND,AXL kinase inhibitor|c-Met inhibitor|FLT3 inhibitor|hepatocyte growth factor receptor inhibitor|macrophage migration inhibiting factor inhibitor|tyrosine kinase inhibitor
source_7,CP3-SC1-02,O21,JCP2022_069626,COMPOUND,antithyroid agent
source_7,CP3-SC1-02,P05,JCP2022_063400,COMPOUND,xanthine oxidase inhibitor
source_7,CP3-SC1-02,P13,JCP2022_004039,COMPOUND,aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist
source_7,CP3-SC1-02,P14,JCP2022_058799,COMPOUND,acetylcholine receptor agonist|benzodiazepine receptor agonist
source_7,CP3-SC1-02,P15,JCP2022_012543,COMPOUND,DNA inhibitor
source_7,CP3-SC1-02,P16,JCP2022_025090,COMPOUND,protein synthesis stimulant
source_7,CP3-SC1-02,P18,JCP2022_014409,COMPOUND,HIV integrase inhibitor
source_7,CP3-SC1-02,P19,JCP2022_100221,COMPOUND,DNA polymerase inhibitor
source_7,CP3-SC1-03,A05,JCP2022_009633,COMPOUND,sodium channel blocker
source_7,CP3-SC1-03,A08,JCP2022_030831,COMPOUND,alcohol dehydrogenase inhibitor
source_7,CP3-SC1-03,A09,JCP2022_077325,COMPOUND,guanylyl cyclase inhibitor|nitric oxide production inhibitor
source_7,CP3-SC1-03,A14,JCP2022_035618,COMPOUND,androgen receptor agonist|cytochrome P450 inhibitor
source_7,CP3-SC1-03,A17,JCP2022_060353,COMPOUND,prostanoid receptor antagonist
source_7,CP3-SC1-03,A19,JCP2022_043681,COMPOUND,cytochrome P450 inhibitor
source_7,CP3-SC1-03,A21,JCP2022_055210,COMPOUND,phosphodiesterase inhibitor
source_7,CP3-SC1-03,A22,JCP2022_001567,COMPOUND,AP inhibitor
source_7,CP3-SC1-03,B09,JCP2022_059004,COMPOUND,SYK inhibitor
source_7,CP3-SC1-03,B11,JCP2022_045979,COMPOUND,EGFR inhibitor
source_7,CP3-SC1-03,B13,JCP2022_115903,COMPOUND,JAK inhibitor
source_7,CP3-SC1-03,B14,JCP2022_082793,COMPOUND,bone resorption inhibitor
source_7,CP3-SC1-03,B20,JCP2022_025384,COMPOUND,DNA polymerase inhibitor
source_7,CP3-SC1-03,C15,JCP2022_057808,COMPOUND,retinoid receptor agonist
source_7,CP3-SC1-03,C21,JCP2022_081123,COMPOUND,MEK inhibitor
source_7,CP3-SC1-03,C22,JCP2022_033535,COMPOUND,anti-inflammatory agent|interleukin inhibitor
source_7,CP3-SC1-03,D05,JCP2022_107226,COMPOUND,HDAC inhibitor
source_7,CP3-SC1-03,D07,JCP2022_072113,COMPOUND,FGFR inhibitor
source_7,CP3-SC1-03,D11,JCP2022_046274,COMPOUND,PI3K inhibitor
source_7,CP3-SC1-03,D18,JCP2022_114781,COMPOUND,dopamine receptor antagonist
source_7,CP3-SC1-03,D19,JCP2022_032255,COMPOUND,monoamine oxidase inhibitor
source_7,CP3-SC1-03,D20,JCP2022_029454,COMPOUND,tubulin polymerization inhibitor
source_7,CP3-SC1-03,E07,JCP2022_114834,COMPOUND,dihydropyrimidine dehydrogenase inhibitor
source_7,CP3-SC1-03,E10,JCP2022_023307,COMPOUND,AKT inhibitor
source_7,CP3-SC1-03,E14,JCP2022_054276,COMPOUND,bacterial DNA gyrase inhibitor
source_7,CP3-SC1-03,E16,JCP2022_053103,COMPOUND,calcium channel blocker
source_7,CP3-SC1-03,E17,JCP2022_005373,COMPOUND,EGFR inhibitor
source_7,CP3-SC1-03,E18,JCP2022_077797,COMPOUND,polar auxin transport inhibitor
source_7,CP3-SC1-03,E21,JCP2022_004643,COMPOUND,glucose dependent insulinotropic receptor agonist
source_7,CP3-SC1-03,F07,JCP2022_056893,COMPOUND,EGFR inhibitor
source_7,CP3-SC1-03,F08,JCP2022_077797,COMPOUND,polar auxin transport inhibitor
source_7,CP3-SC1-03,F14,JCP2022_015671,COMPOUND,NADPH oxidase inhibitor
source_7,CP3-SC1-03,F15,JCP2022_037702,COMPOUND,TGF beta receptor inhibitor
source_7,CP3-SC1-03,F22,JCP2022_072024,COMPOUND,phosphodiesterase inhibitor
source_7,CP3-SC1-03,G04,JCP2022_080610,COMPOUND,breast cancer resistance protein inhibitor
source_7,CP3-SC1-03,G05,JCP2022_040118,COMPOUND,histamine receptor antagonist
source_7,CP3-SC1-03,G11,JCP2022_106061,COMPOUND,histamine receptor antagonist
source_7,CP3-SC1-03,G12,JCP2022_036775,COMPOUND,glucosidase inhibitor
source_7,CP3-SC1-03,G15,JCP2022_109019,COMPOUND,serine protease inhibitor
source_7,CP3-SC1-03,H03,JCP2022_107154,COMPOUND,RAF inhibitor|VEGFR inhibitor
source_7,CP3-SC1-03,H05,JCP2022_025933,COMPOUND,carbonic anhydrase inhibitor
source_7,CP3-SC1-03,H07,JCP2022_098688,COMPOUND,ALK tyrosine kinase receptor inhibitor
source_7,CP3-SC1-03,H09,JCP2022_054283,COMPOUND,Pim kinase inhibitor
source_7,CP3-SC1-03,H15,JCP2022_073014,COMPOUND,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
source_7,CP3-SC1-03,H17,JCP2022_013856,COMPOUND,PI3K inhibitor
source_7,CP3-SC1-03,H18,JCP2022_025946,COMPOUND,adrenergic receptor agonist
source_7,CP3-SC1-03,H20,JCP2022_067134,COMPOUND,acetylcholine receptor antagonist
source_7,CP3-SC1-03,H21,JCP2022_111831,COMPOUND,protein synthesis inhibitor
source_7,CP3-SC1-03,I07,JCP2022_023097,COMPOUND,fungal squalene epoxidase inhibitor
source_7,CP3-SC1-03,I08,JCP2022_072343,COMPOUND,BCL inhibitor|MCL1 inhibitor
source_7,CP3-SC1-03,I12,JCP2022_096587,COMPOUND,PPAR receptor agonist
source_7,CP3-SC1-03,I16,JCP2022_089443,COMPOUND,anti-inflammatory agent
source_7,CP3-SC1-03,I17,JCP2022_115083,COMPOUND,adrenergic receptor antagonist
source_7,CP3-SC1-03,I18,JCP2022_000556,COMPOUND,cyclooxygenase inhibitor
source_7,CP3-SC1-03,J04,JCP2022_101194,COMPOUND,protein tyrosine kinase inhibitor
source_7,CP3-SC1-03,J05,JCP2022_082666,COMPOUND,PARP inhibitor
source_7,CP3-SC1-03,J07,JCP2022_070876,COMPOUND,ACAT inhibitor
source_7,CP3-SC1-03,J16,JCP2022_016538,COMPOUND,glutamate receptor antagonist
source_7,CP3-SC1-03,J17,JCP2022_056621,COMPOUND,casein kinase inhibitor
source_7,CP3-SC1-03,J22,JCP2022_044986,COMPOUND,antiviral
source_7,CP3-SC1-03,K06,JCP2022_078431,COMPOUND,11-beta hydroxysteroid dehydrogenase inhibitor
source_7,CP3-SC1-03,K08,JCP2022_062867,COMPOUND,norepinephrine reputake inhibitor
source_7,CP3-SC1-03,K10,JCP2022_037734,COMPOUND,"aryl hydrocarbon receptor agonist|indoleamine 2,3-dioxygenase inhibitor"
source_7,CP3-SC1-03,K17,JCP2022_035570,COMPOUND,vasopressin receptor antagonist
source_7,CP3-SC1-03,K21,JCP2022_029428,COMPOUND,cholinergic receptor antagonist
source_7,CP3-SC1-03,L03,JCP2022_019559,COMPOUND,ribosomal protein inhibitor
source_7,CP3-SC1-03,L05,JCP2022_085009,COMPOUND,JAK inhibitor
source_7,CP3-SC1-03,L20,JCP2022_046955,COMPOUND,Bcr-Abl kinase inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
source_7,CP3-SC1-03,M03,JCP2022_055975,COMPOUND,adrenergic receptor antagonist
source_7,CP3-SC1-03,M07,JCP2022_064148,COMPOUND,mucolytic agent
source_7,CP3-SC1-03,M10,JCP2022_038194,COMPOUND,bone resorption inhibitor|estrogen-related receptor inverse agonist
source_7,CP3-SC1-03,M11,JCP2022_039646,COMPOUND,acetylcholine receptor antagonist
source_7,CP3-SC1-03,M13,JCP2022_078344,COMPOUND,adrenergic receptor agonist
source_7,CP3-SC1-03,M14,JCP2022_056033,COMPOUND,MEK inhibitor
source_7,CP3-SC1-03,M16,JCP2022_093748,COMPOUND,sodium/glucose cotransporter inhibitor
source_7,CP3-SC1-03,M19,JCP2022_088283,COMPOUND,selective estrogen receptor modulator (SERM)
source_7,CP3-SC1-03,N03,JCP2022_088283,COMPOUND,selective estrogen receptor modulator (SERM)
source_7,CP3-SC1-03,N07,JCP2022_015566,COMPOUND,EGFR inhibitor
source_7,CP3-SC1-03,N09,JCP2022_067970,COMPOUND,Bcr-Abl kinase inhibitor
source_7,CP3-SC1-03,N10,JCP2022_051062,COMPOUND,EGFR inhibitor
source_7,CP3-SC1-03,N18,JCP2022_020587,COMPOUND,dopamine receptor antagonist
source_7,CP3-SC1-03,N19,JCP2022_047979,COMPOUND,casein kinase inhibitor|cell proliferation inhibitor
source_7,CP3-SC1-03,O03,JCP2022_033532,COMPOUND,cyclooxygenase inhibitor
source_7,CP3-SC1-03,O06,JCP2022_103653,COMPOUND,Aurora kinase inhibitor
source_7,CP3-SC1-03,O10,JCP2022_072177,COMPOUND,cell division inducer
source_7,CP3-SC1-03,O12,JCP2022_111531,COMPOUND,cytochrome P450 inhibitor
source_7,CP3-SC1-03,O13,JCP2022_099314,COMPOUND,serotonin receptor agonist
source_7,CP3-SC1-03,O17,JCP2022_023837,COMPOUND,atherogenesis inhibitor
source_7,CP3-SC1-03,O20,JCP2022_090019,COMPOUND,cell cycle inhibitor
source_7,CP3-SC1-03,O22,JCP2022_040874,COMPOUND,antimalarial agent
source_7,CP3-SC1-03,P04,JCP2022_053068,COMPOUND,aryl hydrocarbon receptor agonist
source_7,CP3-SC1-03,P08,JCP2022_075898,COMPOUND,dopamine synthesis inhibitor
source_7,CP3-SC1-03,P09,JCP2022_112404,COMPOUND,ephrin inhibitor
source_7,CP3-SC1-03,P11,JCP2022_053715,COMPOUND,mTOR inhibitor
source_7,CP3-SC1-03,P13,JCP2022_098458,COMPOUND,PI3K inhibitor
source_7,CP3-SC1-03,P14,JCP2022_040599,COMPOUND,ATP channel blocker
source_7,CP3-SC1-03,P20,JCP2022_077671,COMPOUND,opioid receptor agonist
source_7,CP3-SC1-03,P21,JCP2022_107365,COMPOUND,LDL receptor activator
source_7,CP3-SC1-04,A07,JCP2022_069049,COMPOUND,dihydropteroate synthase inhibitor
source_7,CP3-SC1-04,A08,JCP2022_076146,COMPOUND,EGFR inhibitor
source_7,CP3-SC1-04,A09,JCP2022_014078,COMPOUND,hydantoin antiepileptic
source_7,CP3-SC1-04,A10,JCP2022_043852,COMPOUND,ALK tyrosine kinase receptor inhibitor
source_7,CP3-SC1-04,A21,JCP2022_115743,COMPOUND,acetylcholine receptor agonist
source_7,CP3-SC1-04,A22,JCP2022_069563,COMPOUND,glycogen synthase kinase inhibitor
source_7,CP3-SC1-04,B05,JCP2022_030587,COMPOUND,acetylcholine receptor agonist
source_7,CP3-SC1-04,B06,JCP2022_074825,COMPOUND,purinergic receptor antagonist
source_7,CP3-SC1-04,B08,JCP2022_085116,COMPOUND,NOD1 inhibitor
source_7,CP3-SC1-04,B10,JCP2022_102426,COMPOUND,protease inhibitor
source_7,CP3-SC1-04,B18,JCP2022_009883,COMPOUND,hypoxia inducible factor inhibitor
source_7,CP3-SC1-04,B19,JCP2022_116748,COMPOUND,serotonin receptor antagonist
source_7,CP3-SC1-04,B20,JCP2022_029669,COMPOUND,p38 MAPK inhibitor
source_7,CP3-SC1-04,B21,JCP2022_099305,COMPOUND,Aurora kinase inhibitor
source_7,CP3-SC1-04,C04,JCP2022_019001,COMPOUND,PDGFR tyrosine kinase receptor inhibitor
source_7,CP3-SC1-04,C06,JCP2022_053524,COMPOUND,glycogen synthase kinase inhibitor
source_7,CP3-SC1-04,C09,JCP2022_014078,COMPOUND,hydantoin antiepileptic
source_7,CP3-SC1-04,C12,JCP2022_047835,COMPOUND,tubulin polymerization inhibitor
source_7,CP3-SC1-04,C18,JCP2022_078121,COMPOUND,JAK inhibitor
source_7,CP3-SC1-04,C22,JCP2022_082008,COMPOUND,IKK inhibitor
source_7,CP3-SC1-04,D03,JCP2022_066681,COMPOUND,adrenergic receptor antagonist|calcium channel blocker
source_7,CP3-SC1-04,D06,JCP2022_050662,COMPOUND,serotonin receptor antagonist
source_7,CP3-SC1-04,D08,JCP2022_011141,COMPOUND,IKK inhibitor|NFkB pathway inhibitor
source_7,CP3-SC1-04,D09,JCP2022_081708,COMPOUND,AKT inhibitor
source_7,CP3-SC1-04,D10,JCP2022_114839,COMPOUND,serotonin receptor agonist
source_7,CP3-SC1-04,D12,JCP2022_003432,COMPOUND,glutamate receptor positive allosteric modulator
source_7,CP3-SC1-04,D14,JCP2022_075930,COMPOUND,G protein signaling inhibitor
source_7,CP3-SC1-04,D16,JCP2022_050171,COMPOUND,protein kinase inhibitor
source_7,CP3-SC1-04,D17,JCP2022_004754,COMPOUND,adrenergic receptor antagonist|serotonin receptor antagonist
source_7,CP3-SC1-04,D19,JCP2022_039210,COMPOUND,PI3K inhibitor
source_7,CP3-SC1-04,D20,JCP2022_064622,COMPOUND,TP53 inhibitor
source_7,CP3-SC1-04,D22,JCP2022_013455,COMPOUND,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
source_7,CP3-SC1-04,E04,JCP2022_110922,COMPOUND,monopolar spindle 1 kinase inhibitor
source_7,CP3-SC1-04,E06,JCP2022_113064,COMPOUND,RAF inhibitor
source_7,CP3-SC1-04,E07,JCP2022_082600,COMPOUND,phosphodiesterase inhibitor
source_7,CP3-SC1-04,E10,JCP2022_114766,COMPOUND,PI3K inhibitor
source_7,CP3-SC1-04,E14,JCP2022_116517,COMPOUND,EGFR inhibitor
source_7,CP3-SC1-04,E16,JCP2022_001376,COMPOUND,glutamate receptor positive allosteric modulator
source_7,CP3-SC1-04,E18,JCP2022_006029,COMPOUND,RAF inhibitor
source_7,CP3-SC1-04,E20,JCP2022_027945,COMPOUND,mTOR inhibitor
source_7,CP3-SC1-04,E22,JCP2022_025645,COMPOUND,potassium channel blocker
source_7,CP3-SC1-04,F07,JCP2022_026859,COMPOUND,HDAC inhibitor
source_7,CP3-SC1-04,F08,JCP2022_020398,COMPOUND,serotonin receptor antagonist
source_7,CP3-SC1-04,F12,JCP2022_040294,COMPOUND,serotonin receptor antagonist
source_7,CP3-SC1-04,F16,JCP2022_043593,COMPOUND,CC chemokine receptor antagonist
source_7,CP3-SC1-04,F17,JCP2022_042337,COMPOUND,JAK inhibitor
source_7,CP3-SC1-04,F18,JCP2022_075214,COMPOUND,EGFR inhibitor
source_7,CP3-SC1-04,F19,JCP2022_032689,COMPOUND,SRC inhibitor|tubulin polymerization inhibitor
source_7,CP3-SC1-04,F20,JCP2022_116717,COMPOUND,HSP inhibitor
source_7,CP3-SC1-04,F21,JCP2022_071733,COMPOUND,RAF inhibitor
source_7,CP3-SC1-04,G04,JCP2022_041139,COMPOUND,FLT3 inhibitor|JAK inhibitor
source_7,CP3-SC1-04,G06,JCP2022_026193,COMPOUND,MET inhibitor
source_7,CP3-SC1-04,G07,JCP2022_007801,COMPOUND,adrenergic receptor agonist
source_7,CP3-SC1-04,G09,JCP2022_082294,COMPOUND,membrane integrity inhibitor
source_7,CP3-SC1-04,G12,JCP2022_005305,COMPOUND,smoothened receptor antagonist
source_7,CP3-SC1-04,G14,JCP2022_093968,COMPOUND,sodium channel blocker
source_7,CP3-SC1-04,G17,JCP2022_026003,COMPOUND,membrane integrity inhibitor
source_7,CP3-SC1-04,G20,JCP2022_092791,COMPOUND,HDAC inhibitor
source_7,CP3-SC1-04,G22,JCP2022_006316,COMPOUND,FAAH inhibitor
source_7,CP3-SC1-04,H06,JCP2022_006127,COMPOUND,aryl hydrocarbon receptor antagonist
source_7,CP3-SC1-04,H07,JCP2022_010573,COMPOUND,acetylcholine receptor agonist
source_7,CP3-SC1-04,H08,JCP2022_108897,COMPOUND,carbonic anhydrase inhibitor
source_7,CP3-SC1-04,H10,JCP2022_009216,COMPOUND,IKK inhibitor
source_7,CP3-SC1-04,H11,JCP2022_082135,COMPOUND,serotonin receptor antagonist
source_7,CP3-SC1-04,H12,JCP2022_057581,COMPOUND,protein tyrosine kinase inhibitor|tyrosine kinase inhibitor
source_7,CP3-SC1-04,H13,JCP2022_049703,COMPOUND,MEK inhibitor
source_7,CP3-SC1-04,H14,JCP2022_044676,COMPOUND,cyclooxygenase inhibitor
source_7,CP3-SC1-04,H15,JCP2022_093693,COMPOUND,HSP inhibitor
source_7,CP3-SC1-04,H19,JCP2022_033690,COMPOUND,insulin growth factor receptor inhibitor
source_7,CP3-SC1-04,H22,JCP2022_008461,COMPOUND,cyclooxygenase inhibitor
source_7,CP3-SC1-04,I08,JCP2022_089046,COMPOUND,DNA alkylating agent
source_7,CP3-SC1-04,I09,JCP2022_097094,COMPOUND,dopamine receptor agonist
source_7,CP3-SC1-04,I10,JCP2022_068873,COMPOUND,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
source_7,CP3-SC1-04,I11,JCP2022_023933,COMPOUND,hydrogen peroxide decomposition inhibitor
source_7,CP3-SC1-04,I12,JCP2022_087220,COMPOUND,cannabinoid receptor agonist
source_7,CP3-SC1-04,I14,JCP2022_026152,COMPOUND,immunosuppressant
source_7,CP3-SC1-04,I18,JCP2022_058532,COMPOUND,glutamate receptor antagonist
source_7,CP3-SC1-04,I20,JCP2022_008847,COMPOUND,cannabinoid receptor antagonist
source_7,CP3-SC1-04,I21,JCP2022_022692,COMPOUND,cyclooxygenase inhibitor
source_7,CP3-SC1-04,J03,JCP2022_098083,COMPOUND,glucokinase inhibitor
source_7,CP3-SC1-04,J04,JCP2022_106218,COMPOUND,JAK inhibitor
source_7,CP3-SC1-04,J05,JCP2022_099219,COMPOUND,CDK inhibitor
source_7,CP3-SC1-04,J06,JCP2022_090914,COMPOUND,VEGFR inhibitor
source_7,CP3-SC1-04,J07,JCP2022_057825,COMPOUND,LXR agonist
source_7,CP3-SC1-04,J08,JCP2022_010020,COMPOUND,JAK inhibitor
source_7,CP3-SC1-04,J12,JCP2022_061555,COMPOUND,VEGFR inhibitor
source_7,CP3-SC1-04,J15,JCP2022_034039,COMPOUND,JAK inhibitor
source_7,CP3-SC1-04,J16,JCP2022_035748,COMPOUND,non-nucleoside reverse transcriptase inhibitor
source_7,CP3-SC1-04,J17,JCP2022_036107,COMPOUND,FXR agonist
source_7,CP3-SC1-04,J18,JCP2022_003104,COMPOUND,glycogen synthase kinase inhibitor
source_7,CP3-SC1-04,J21,JCP2022_096137,COMPOUND,opioid receptor antagonist
source_7,CP3-SC1-04,J22,JCP2022_043099,COMPOUND,cyclooxygenase inhibitor
source_7,CP3-SC1-04,K03,JCP2022_076968,COMPOUND,adrenergic receptor antagonist
source_7,CP3-SC1-04,K04,JCP2022_075694,COMPOUND,Aurora kinase inhibitor
source_7,CP3-SC1-04,K06,JCP2022_007295,COMPOUND,PI3K inhibitor
source_7,CP3-SC1-04,K07,JCP2022_012266,COMPOUND,adrenergic receptor agonist
source_7,CP3-SC1-04,K08,JCP2022_041185,COMPOUND,PI3K inhibitor
source_7,CP3-SC1-04,K09,JCP2022_033803,COMPOUND,cyclooxygenase inhibitor
source_7,CP3-SC1-04,K11,JCP2022_024749,COMPOUND,serotonin transporter (SERT) inhibitor
source_7,CP3-SC1-04,K12,JCP2022_057254,COMPOUND,HDAC inhibitor
source_7,CP3-SC1-04,K17,JCP2022_032611,COMPOUND,adrenergic receptor agonist
source_7,CP3-SC1-04,K18,JCP2022_028551,COMPOUND,mTOR inhibitor
source_7,CP3-SC1-04,K20,JCP2022_092338,COMPOUND,protein tyrosine kinase inhibitor
source_7,CP3-SC1-04,K21,JCP2022_084103,COMPOUND,carbonic anhydrase inhibitor
source_7,CP3-SC1-04,L04,JCP2022_099372,COMPOUND,serotonin receptor agonist
source_7,CP3-SC1-04,L05,JCP2022_061654,COMPOUND,protein tyrosine kinase inhibitor
source_7,CP3-SC1-04,L06,JCP2022_092084,COMPOUND,glutamate receptor antagonist
source_7,CP3-SC1-04,L07,JCP2022_079645,COMPOUND,FAAH inhibitor
source_7,CP3-SC1-04,L12,JCP2022_108530,COMPOUND,Abl kinase inhibitor|SRC inhibitor|VEGFR inhibitor
source_7,CP3-SC1-04,L14,JCP2022_032710,COMPOUND,histamine receptor antagonist
source_7,CP3-SC1-04,L15,JCP2022_004797,COMPOUND,phosphodiesterase inhibitor
source_7,CP3-SC1-04,L16,JCP2022_017067,COMPOUND,PPAR receptor antagonist
source_7,CP3-SC1-04,L21,JCP2022_043640,COMPOUND,p38 MAPK inhibitor
source_7,CP3-SC1-04,L22,JCP2022_082294,COMPOUND,membrane integrity inhibitor
source_7,CP3-SC1-04,M05,JCP2022_112273,COMPOUND,adrenergic receptor antagonist
source_7,CP3-SC1-04,M06,JCP2022_081881,COMPOUND,ALK tyrosine kinase receptor inhibitor
source_7,CP3-SC1-04,M10,JCP2022_111911,COMPOUND,cholesteryl ester transfer protein inhibitor
source_7,CP3-SC1-04,M11,JCP2022_034151,COMPOUND,AMPK activator
source_7,CP3-SC1-04,M17,JCP2022_012638,COMPOUND,cyclooxygenase inhibitor
source_7,CP3-SC1-04,M18,JCP2022_072343,COMPOUND,BCL inhibitor|MCL1 inhibitor
source_7,CP3-SC1-04,M22,JCP2022_030532,COMPOUND,androgen receptor antagonist
source_7,CP3-SC1-04,N05,JCP2022_078089,COMPOUND,cardiac myosin activator
source_7,CP3-SC1-04,N06,JCP2022_026750,COMPOUND,glutamate receptor antagonist
source_7,CP3-SC1-04,N08,JCP2022_022505,COMPOUND,PPAR receptor antagonist
source_7,CP3-SC1-04,N09,JCP2022_010900,COMPOUND,mTOR inhibitor|PI3K inhibitor
source_7,CP3-SC1-04,N10,JCP2022_075182,COMPOUND,ICAM1 expression inhibitor
source_7,CP3-SC1-04,N11,JCP2022_057929,COMPOUND,FAAH inhibitor
source_7,CP3-SC1-04,N15,JCP2022_041685,COMPOUND,CDK inhibitor
source_7,CP3-SC1-04,N16,JCP2022_015605,COMPOUND,protease-activated receptor inhibitor
source_7,CP3-SC1-04,N22,JCP2022_043075,COMPOUND,cannabinoid receptor antagonist
source_7,CP3-SC1-04,O03,JCP2022_099531,COMPOUND,acetylcholine receptor agonist|nicotinic receptor agonist
source_7,CP3-SC1-04,O06,JCP2022_081455,COMPOUND,CDK inhibitor|growth factor receptor inhibitor
source_7,CP3-SC1-04,O08,JCP2022_079457,COMPOUND,MET inhibitor
source_7,CP3-SC1-04,O12,JCP2022_047925,COMPOUND,MDM inhibitor
source_7,CP3-SC1-04,O13,JCP2022_003696,COMPOUND,protein kinase inhibitor
source_7,CP3-SC1-04,O14,JCP2022_062592,COMPOUND,PKC inhibitor
source_7,CP3-SC1-04,O18,JCP2022_000511,COMPOUND,histamine receptor antagonist
source_7,CP3-SC1-04,O20,JCP2022_019453,COMPOUND,CRTH receptor antagonist
source_7,CP3-SC1-04,P03,JCP2022_074916,COMPOUND,glycolysis inhibitor
source_7,CP3-SC1-04,P04,JCP2022_006798,COMPOUND,cannabinoid receptor inverse agonist
source_7,CP3-SC1-04,P06,JCP2022_085797,COMPOUND,glutamate receptor positive allosteric modulator
source_7,CP3-SC1-04,P12,JCP2022_098297,COMPOUND,Bcr-Abl kinase inhibitor
source_7,CP3-SC1-04,P14,JCP2022_037203,COMPOUND,TGF beta receptor inhibitor
source_7,CP3-SC1-04,P15,JCP2022_022085,COMPOUND,mTOR inhibitor
source_7,CP3-SC1-04,P16,JCP2022_029711,COMPOUND,TRPA1 channel blocker
source_7,CP3-SC1-04,P17,JCP2022_013259,COMPOUND,AMPK activator
source_7,CP3-SC1-04,P18,JCP2022_044514,COMPOUND,carboxylesterase inhibitor
source_7,CP3-SC1-04,P21,JCP2022_025157,COMPOUND,EGFR inhibitor
source_7,CP3-SC1-05,A03,JCP2022_057163,COMPOUND,cyclooxygenase inhibitor
source_7,CP3-SC1-05,A07,JCP2022_060683,COMPOUND,acetylcholine receptor antagonist
source_7,CP3-SC1-05,A08,JCP2022_091056,COMPOUND,dopamine receptor antagonist|serotonin receptor antagonist
source_7,CP3-SC1-05,A09,JCP2022_015061,COMPOUND,cyclooxygenase inhibitor
source_7,CP3-SC1-05,A12,JCP2022_008461,COMPOUND,cyclooxygenase inhibitor
source_7,CP3-SC1-05,A14,JCP2022_088199,COMPOUND,xanthine oxidase inhibitor
source_7,CP3-SC1-05,A22,JCP2022_098166,COMPOUND,acetylcholinesterase inhibitor
source_7,CP3-SC1-05,B03,JCP2022_082591,COMPOUND,histamine receptor antagonist
source_7,CP3-SC1-05,B05,JCP2022_079413,COMPOUND,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor
source_7,CP3-SC1-05,B15,JCP2022_049206,COMPOUND,ribonucleotide reductase inhibitor
