,Metadata_Source,Metadata_Plate,Metadata_Well,Metadata_JCP2022,Metadata_PlateType,Metadata_MoA
15042,source_7,CP6-SC1-01,G22,JCP2022_063388,COMPOUND,benzodiazepine receptor antagonist
15043,source_7,CP6-SC1-01,H03,JCP2022_041768,COMPOUND,tyrosine kinase inhibitor
15044,source_7,CP6-SC1-01,H05,JCP2022_033870,COMPOUND,SIRT activator
15045,source_7,CP6-SC1-01,H11,JCP2022_089573,COMPOUND,stearoyl-CoA desaturase inhibitor
15046,source_7,CP6-SC1-01,H15,JCP2022_073156,COMPOUND,MEK inhibitor
15047,source_7,CP6-SC1-01,H17,JCP2022_107331,COMPOUND,aromatase inhibitor
15048,source_7,CP6-SC1-01,H21,JCP2022_084783,COMPOUND,VEGFR inhibitor
15049,source_7,CP6-SC1-01,I03,JCP2022_066196,COMPOUND,SRC inhibitor
15050,source_7,CP6-SC1-01,I04,JCP2022_107427,COMPOUND,PI3K inhibitor
15051,source_7,CP6-SC1-01,I05,JCP2022_106680,COMPOUND,KIT inhibitor|VEGFR inhibitor
15052,source_7,CP6-SC1-01,I09,JCP2022_054847,COMPOUND,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
15053,source_7,CP6-SC1-01,I11,JCP2022_036255,COMPOUND,HDAC inhibitor
15054,source_7,CP6-SC1-01,I13,JCP2022_105406,COMPOUND,MEK inhibitor
15055,source_7,CP6-SC1-01,I14,JCP2022_052632,COMPOUND,retinoid receptor agonist
15056,source_7,CP6-SC1-01,I16,JCP2022_052824,COMPOUND,solute carrier family member inhibitor
15057,source_7,CP6-SC1-01,I19,JCP2022_067391,COMPOUND,HDAC inhibitor
15058,source_7,CP6-SC1-01,I21,JCP2022_014510,COMPOUND,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor
15059,source_7,CP6-SC1-01,I22,JCP2022_080596,COMPOUND,selective serotonin reuptake inhibitor (SSRI)
15060,source_7,CP6-SC1-01,J04,JCP2022_089608,COMPOUND,PI3K inhibitor
15061,source_7,CP6-SC1-01,J05,JCP2022_066066,COMPOUND,survivin inhibitor
15062,source_7,CP6-SC1-01,J06,JCP2022_049083,COMPOUND,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
15063,source_7,CP6-SC1-01,J10,JCP2022_055904,COMPOUND,serine protease inhibitor
15064,source_7,CP6-SC1-01,J11,JCP2022_080920,COMPOUND,HSP inhibitor
15065,source_7,CP6-SC1-01,J13,JCP2022_002910,COMPOUND,EGFR inhibitor
15066,source_7,CP6-SC1-01,J15,JCP2022_021751,COMPOUND,FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
15067,source_7,CP6-SC1-01,J16,JCP2022_007511,COMPOUND,phosphodiesterase inhibitor
15068,source_7,CP6-SC1-01,K03,JCP2022_109854,COMPOUND,hypoxia inducible factor prolyl hydroxylase inhibitor
15069,source_7,CP6-SC1-01,K04,JCP2022_020544,COMPOUND,KIT inhibitor|VEGFR inhibitor
15070,source_7,CP6-SC1-01,K05,JCP2022_068873,COMPOUND,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
15071,source_7,CP6-SC1-01,K08,JCP2022_108960,COMPOUND,melatonin receptor agonist|serotonin receptor antagonist
15072,source_7,CP6-SC1-01,K09,JCP2022_043348,COMPOUND,autophagy inducer
15073,source_7,CP6-SC1-01,K10,JCP2022_072851,COMPOUND,cyclooxygenase inhibitor
15074,source_7,CP6-SC1-01,K11,JCP2022_004510,COMPOUND,PKC inhibitor
15075,source_7,CP6-SC1-01,K12,JCP2022_003104,COMPOUND,glycogen synthase kinase inhibitor
15076,source_7,CP6-SC1-01,K13,JCP2022_020778,COMPOUND,TGF beta receptor inhibitor
15077,source_7,CP6-SC1-01,K14,JCP2022_091723,COMPOUND,DNA synthesis inhibitor
15078,source_7,CP6-SC1-01,K15,JCP2022_073458,COMPOUND,p38 MAPK inhibitor
15079,source_7,CP6-SC1-01,K16,JCP2022_002684,COMPOUND,thymidylate synthase inhibitor
15080,source_7,CP6-SC1-01,K21,JCP2022_110929,COMPOUND,phosphoinositide dependent kinase inhibitor
15081,source_7,CP6-SC1-01,K22,JCP2022_042261,COMPOUND,glutamate receptor antagonist
15082,source_7,CP6-SC1-01,L05,JCP2022_027411,COMPOUND,PARP inhibitor
15083,source_7,CP6-SC1-01,L09,JCP2022_111823,COMPOUND,RAF inhibitor
15084,source_7,CP6-SC1-01,L13,JCP2022_026996,COMPOUND,Aurora kinase inhibitor
15085,source_7,CP6-SC1-01,L15,JCP2022_044795,COMPOUND,EGFR inhibitor
15086,source_7,CP6-SC1-01,L16,JCP2022_046336,COMPOUND,serotonin receptor agonist
15087,source_7,CP6-SC1-01,L17,JCP2022_049996,COMPOUND,androgen receptor antagonist
15088,source_7,CP6-SC1-01,L20,JCP2022_021013,COMPOUND,endothelin receptor antagonist
15089,source_7,CP6-SC1-01,L21,JCP2022_025400,COMPOUND,thymidylate synthase inhibitor
15090,source_7,CP6-SC1-01,M03,JCP2022_014282,COMPOUND,MEK inhibitor
15091,source_7,CP6-SC1-01,M05,JCP2022_025145,COMPOUND,MEK inhibitor
15092,source_7,CP6-SC1-01,M07,JCP2022_077046,COMPOUND,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
15093,source_7,CP6-SC1-01,M08,JCP2022_021906,COMPOUND,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
15094,source_7,CP6-SC1-01,M10,JCP2022_069935,COMPOUND,voltage-gated sodium channel blocker
15095,source_7,CP6-SC1-01,M12,JCP2022_018749,COMPOUND,FGFR inhibitor|VEGFR inhibitor
15096,source_7,CP6-SC1-01,M15,JCP2022_089937,COMPOUND,AKT inhibitor
15097,source_7,CP6-SC1-01,M17,JCP2022_052938,COMPOUND,HDAC inhibitor
15098,source_7,CP6-SC1-01,M19,JCP2022_031078,COMPOUND,PARP inhibitor
15099,source_7,CP6-SC1-01,M20,JCP2022_048013,COMPOUND,nootropic agent
15100,source_7,CP6-SC1-01,N03,JCP2022_064910,COMPOUND,RET tyrosine kinase inhibitor|VEGFR inhibitor
15101,source_7,CP6-SC1-01,N06,JCP2022_095081,COMPOUND,HIV integrase inhibitor
15102,source_7,CP6-SC1-01,N11,JCP2022_034781,COMPOUND,HSP inhibitor
15103,source_7,CP6-SC1-01,N13,JCP2022_010566,COMPOUND,MDM inhibitor
15104,source_7,CP6-SC1-01,N15,JCP2022_045362,COMPOUND,tankyrase inhibitor
15105,source_7,CP6-SC1-01,O05,JCP2022_112280,COMPOUND,Bcr-Abl kinase inhibitor|ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor|tyrosine kinase inhibitor
15106,source_7,CP6-SC1-01,O07,JCP2022_030328,COMPOUND,Abl kinase inhibitor|Bcr-Abl kinase inhibitor
15107,source_7,CP6-SC1-01,O08,JCP2022_040945,COMPOUND,glutamate receptor antagonist
15108,source_7,CP6-SC1-01,O12,JCP2022_036082,COMPOUND,mTOR inhibitor
15109,source_7,CP6-SC1-01,O13,JCP2022_058190,COMPOUND,HSP inhibitor
15110,source_7,CP6-SC1-01,O14,JCP2022_116296,COMPOUND,glutamate receptor agonist
15111,source_7,CP6-SC1-01,P04,JCP2022_060129,COMPOUND,histamine receptor agonist
15112,source_7,CP6-SC1-01,P05,JCP2022_050725,COMPOUND,Aurora kinase inhibitor|JAK inhibitor
15113,source_7,CP6-SC1-01,P06,JCP2022_090613,COMPOUND,topoisomerase inhibitor
15114,source_7,CP6-SC1-01,P07,JCP2022_071066,COMPOUND,CFTR channel potentiator
15115,source_7,CP6-SC1-01,P09,JCP2022_019480,COMPOUND,Aurora kinase inhibitor
15116,source_7,CP6-SC1-01,P11,JCP2022_100166,COMPOUND,FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
15117,source_7,CP6-SC1-01,P13,JCP2022_037364,COMPOUND,EGFR inhibitor
15118,source_7,CP6-SC1-01,P18,JCP2022_088153,COMPOUND,sodium channel blocker|T-type calcium channel blocker
15119,source_7,CP6-SC1-01,P19,JCP2022_009550,COMPOUND,tubulin polymerization inhibitor
15120,source_7,CP6-SC1-01,P20,JCP2022_093464,COMPOUND,p38 MAPK inhibitor
15121,source_7,CP6-SC1-01,P21,JCP2022_110741,COMPOUND,DNA inhibitor
15122,source_7,CP6-SC1-02,A08,JCP2022_034459,COMPOUND,topoisomerase inhibitor
15123,source_7,CP6-SC1-02,A10,JCP2022_082620,COMPOUND,bacterial antifolate
15124,source_7,CP6-SC1-02,A13,JCP2022_103511,COMPOUND,angiogenesis inhibitor
15125,source_7,CP6-SC1-02,A17,JCP2022_088914,COMPOUND,CFTR channel agonist
15126,source_7,CP6-SC1-02,A20,JCP2022_098004,COMPOUND,opioid receptor antagonist
15127,source_7,CP6-SC1-02,A22,JCP2022_020639,COMPOUND,bacterial DNA gyrase inhibitor
15128,source_7,CP6-SC1-02,B04,JCP2022_036987,COMPOUND,DNA polymerase inhibitor
15129,source_7,CP6-SC1-02,B07,JCP2022_107895,COMPOUND,leukotriene receptor antagonist
15130,source_7,CP6-SC1-02,B08,JCP2022_015061,COMPOUND,cyclooxygenase inhibitor
15131,source_7,CP6-SC1-02,B14,JCP2022_092627,COMPOUND,bacterial antifolate
15132,source_7,CP6-SC1-02,B15,JCP2022_043538,COMPOUND,cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist
15133,source_7,CP6-SC1-02,B16,JCP2022_048329,COMPOUND,nitric oxide donor|potassium channel activator
15134,source_7,CP6-SC1-02,B17,JCP2022_020269,COMPOUND,carboxamide antiepileptic
15135,source_7,CP6-SC1-02,B20,JCP2022_099400,COMPOUND,dihydrofolate reductase inhibitor
15136,source_7,CP6-SC1-02,C06,JCP2022_060649,COMPOUND,non-nucleoside reverse transcriptase inhibitor
15137,source_7,CP6-SC1-02,C14,JCP2022_109456,COMPOUND,PPAR receptor agonist
15138,source_7,CP6-SC1-02,C16,JCP2022_105696,COMPOUND,sodium channel blocker
15139,source_7,CP6-SC1-02,C18,JCP2022_057948,COMPOUND,leukotriene receptor antagonist
15140,source_7,CP6-SC1-02,C21,JCP2022_116714,COMPOUND,diuretic
15141,source_7,CP6-SC1-02,D04,JCP2022_084264,COMPOUND,histamine receptor antagonist
15142,source_7,CP6-SC1-02,D10,JCP2022_040550,COMPOUND,PABA antagonist
15143,source_7,CP6-SC1-02,D12,JCP2022_075502,COMPOUND,FABI inhibitor
15144,source_7,CP6-SC1-02,D18,JCP2022_045678,COMPOUND,thyroid peroxidase inhibitor
15145,source_7,CP6-SC1-02,D19,JCP2022_007613,COMPOUND,chelating agent
15146,source_7,CP6-SC1-02,D21,JCP2022_050338,COMPOUND,dehydrogenase inhibitor
15147,source_7,CP6-SC1-02,E04,JCP2022_114396,COMPOUND,antioxidant
15148,source_7,CP6-SC1-02,E12,JCP2022_007067,COMPOUND,sodium channel blocker
15149,source_7,CP6-SC1-02,E15,JCP2022_018933,COMPOUND,antiinfective drug
15150,source_7,CP6-SC1-02,E19,JCP2022_032522,COMPOUND,angiotensin receptor antagonist
15151,source_7,CP6-SC1-02,E21,JCP2022_090839,COMPOUND,angiotensin receptor antagonist
15152,source_7,CP6-SC1-02,F06,JCP2022_038266,COMPOUND,phosphodiesterase inhibitor
15153,source_7,CP6-SC1-02,F13,JCP2022_113041,COMPOUND,adenosine receptor antagonist
15154,source_7,CP6-SC1-02,F14,JCP2022_108027,COMPOUND,cyclooxygenase inhibitor|prostanoid receptor antagonist
15155,source_7,CP6-SC1-02,F15,JCP2022_019881,COMPOUND,carbonic anhydrase inhibitor
15156,source_7,CP6-SC1-02,F21,JCP2022_010954,COMPOUND,cyclooxygenase inhibitor
15157,source_7,CP6-SC1-02,G03,JCP2022_016549,COMPOUND,TGF beta receptor inhibitor
15158,source_7,CP6-SC1-02,G05,JCP2022_032771,COMPOUND,CDK inhibitor
15159,source_7,CP6-SC1-02,G06,JCP2022_071220,COMPOUND,NAD precursor|vitamin B
15160,source_7,CP6-SC1-02,G10,JCP2022_102083,COMPOUND,purine antagonist
15161,source_7,CP6-SC1-02,G14,JCP2022_086412,COMPOUND,histamine receptor antagonist
15162,source_7,CP6-SC1-02,G17,JCP2022_063672,COMPOUND,retinoid receptor agonist
15163,source_7,CP6-SC1-02,G20,JCP2022_003124,COMPOUND,histamine receptor antagonist
15164,source_7,CP6-SC1-02,H03,JCP2022_022756,COMPOUND,glutamate inhibitor
15165,source_7,CP6-SC1-02,H05,JCP2022_110159,COMPOUND,pyruvate ferredoxin oxidoreductase inhibitor
15166,source_7,CP6-SC1-02,H06,JCP2022_095995,COMPOUND,ribonucleotide reductase inhibitor
15167,source_7,CP6-SC1-02,H08,JCP2022_092705,COMPOUND,DNA inhibitor
15168,source_7,CP6-SC1-02,H10,JCP2022_049266,COMPOUND,other antibiotic
15169,source_7,CP6-SC1-02,H11,JCP2022_038041,COMPOUND,potassium channel blocker
15170,source_7,CP6-SC1-02,H20,JCP2022_001854,COMPOUND,HDAC inhibitor
15171,source_7,CP6-SC1-02,I05,JCP2022_002372,COMPOUND,serotonin receptor agonist
15172,source_7,CP6-SC1-02,I08,JCP2022_036506,COMPOUND,fatty acid synthase inhibitor
15173,source_7,CP6-SC1-02,I09,JCP2022_030661,COMPOUND,PI3K inhibitor
15174,source_7,CP6-SC1-02,I10,JCP2022_021886,COMPOUND,cytochrome P450 inhibitor
15175,source_7,CP6-SC1-02,I15,JCP2022_009566,COMPOUND,AKT inhibitor|pyruvate dehydrogenase inhibitor
15176,source_7,CP6-SC1-02,I16,JCP2022_045731,COMPOUND,PPAR receptor agonist
15177,source_7,CP6-SC1-02,I19,JCP2022_095521,COMPOUND,glycogen synthase kinase inhibitor
15178,source_7,CP6-SC1-02,I21,JCP2022_095059,COMPOUND,cytochrome P450 inhibitor|imidazoline receptor ligand
15179,source_7,CP6-SC1-02,J03,JCP2022_027004,COMPOUND,dihydrofolate reductase inhibitor
15180,source_7,CP6-SC1-02,J08,JCP2022_054801,COMPOUND,androgen receptor antagonist
15181,source_7,CP6-SC1-02,J10,JCP2022_050502,COMPOUND,dopamine receptor antagonist
15182,source_7,CP6-SC1-02,J12,JCP2022_054618,COMPOUND,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor
15183,source_7,CP6-SC1-02,J14,JCP2022_116680,COMPOUND,dihydropteroate synthetase inhibitor
15184,source_7,CP6-SC1-02,J16,JCP2022_010654,COMPOUND,serotonin receptor agonist|serotonin receptor antagonist
15185,source_7,CP6-SC1-02,J17,JCP2022_059194,COMPOUND,benzodiazepine receptor agonist|HDAC inhibitor
15186,source_7,CP6-SC1-02,J19,JCP2022_113701,COMPOUND,sulfonylurea
15187,source_7,CP6-SC1-02,J20,JCP2022_029728,COMPOUND,focal adhesion kinase inhibitor
15188,source_7,CP6-SC1-02,K04,JCP2022_079329,COMPOUND,angiotensin receptor antagonist
15189,source_7,CP6-SC1-02,K05,JCP2022_039512,COMPOUND,PI3K inhibitor
15190,source_7,CP6-SC1-02,K08,JCP2022_091056,COMPOUND,dopamine receptor antagonist|serotonin receptor antagonist
15191,source_7,CP6-SC1-02,K09,JCP2022_066413,COMPOUND,CDK inhibitor
15192,source_7,CP6-SC1-02,K11,JCP2022_059004,COMPOUND,SYK inhibitor
15193,source_7,CP6-SC1-02,K13,JCP2022_041958,COMPOUND,orexin receptor antagonist
15194,source_7,CP6-SC1-02,K14,JCP2022_064036,COMPOUND,acetylcholine receptor agonist
15195,source_7,CP6-SC1-02,K15,JCP2022_095384,COMPOUND,VEGFR inhibitor
15196,source_7,CP6-SC1-02,K21,JCP2022_089948,COMPOUND,serotonin receptor agonist
15197,source_7,CP6-SC1-02,K22,JCP2022_116723,COMPOUND,histamine receptor antagonist
15198,source_7,CP6-SC1-02,L07,JCP2022_033221,COMPOUND,tubulin polymerization inhibitor
15199,source_7,CP6-SC1-02,L10,JCP2022_058565,COMPOUND,vitamin K antagonist
15200,source_7,CP6-SC1-02,L12,JCP2022_107128,COMPOUND,insulin sensitizer
15201,source_7,CP6-SC1-02,L19,JCP2022_114461,COMPOUND,ATP channel blocker|insulin secretagogue|sulfonylurea
15202,source_7,CP6-SC1-02,L20,JCP2022_082244,COMPOUND,CDK inhibitor
15203,source_7,CP6-SC1-02,L21,JCP2022_029684,COMPOUND,lipoprotein lipase activator
15204,source_7,CP6-SC1-02,L22,JCP2022_034199,COMPOUND,adrenergic receptor antagonist
15205,source_7,CP6-SC1-02,M04,JCP2022_099101,COMPOUND,angiogenesis inhibitor
15206,source_7,CP6-SC1-02,M05,JCP2022_068713,COMPOUND,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor
15207,source_7,CP6-SC1-02,M09,JCP2022_006998,COMPOUND,WEE1 kinase inhibitor
15208,source_7,CP6-SC1-02,M10,JCP2022_000878,COMPOUND,mycolic synthesis inhibitor
15209,source_7,CP6-SC1-02,M11,JCP2022_001400,COMPOUND,cannabinoid receptor modulator
15210,source_7,CP6-SC1-02,M13,JCP2022_008065,COMPOUND,xanthine oxidase inhibitor
15211,source_7,CP6-SC1-02,M14,JCP2022_016340,COMPOUND,cholesterol inhibitor
15212,source_7,CP6-SC1-02,M15,JCP2022_052711,COMPOUND,AKT inhibitor
15213,source_7,CP6-SC1-02,M17,JCP2022_058852,COMPOUND,rho associated kinase inhibitor
15214,source_7,CP6-SC1-02,M19,JCP2022_074764,COMPOUND,coagulation factor inhibitor
15215,source_7,CP6-SC1-02,M20,JCP2022_115069,COMPOUND,estrogen receptor agonist
15216,source_7,CP6-SC1-02,M21,JCP2022_081019,COMPOUND,cholinesterase inhibitor
15217,source_7,CP6-SC1-02,N05,JCP2022_063400,COMPOUND,xanthine oxidase inhibitor
15218,source_7,CP6-SC1-02,N06,JCP2022_015608,COMPOUND,protein synthesis stimulant
15219,source_7,CP6-SC1-02,N07,JCP2022_038708,COMPOUND,diuretic
15220,source_7,CP6-SC1-02,N09,JCP2022_097171,COMPOUND,melanin inhibitor
15221,source_7,CP6-SC1-02,N10,JCP2022_090132,COMPOUND,antispasmodic
15222,source_7,CP6-SC1-02,N11,JCP2022_105494,COMPOUND,other antifungal
15223,source_7,CP6-SC1-02,N12,JCP2022_076523,COMPOUND,DNA synthesis inhibitor
15224,source_7,CP6-SC1-02,N14,JCP2022_017597,COMPOUND,GABA receptor antagonist
15225,source_7,CP6-SC1-02,N16,JCP2022_038138,COMPOUND,potassium channel blocker
15226,source_7,CP6-SC1-02,N19,JCP2022_078588,COMPOUND,alcohol dehydrogenase inhibitor
15227,source_7,CP6-SC1-02,O03,JCP2022_104655,COMPOUND,dopamine receptor antagonist|serotonin receptor antagonist
15228,source_7,CP6-SC1-02,O09,JCP2022_013769,COMPOUND,FLT3 inhibitor
15229,source_7,CP6-SC1-02,O11,JCP2022_015333,COMPOUND,PDGFR tyrosine kinase receptor inhibitor
15230,source_7,CP6-SC1-02,O14,JCP2022_054789,COMPOUND,DNA polymerase inhibitor
15231,source_7,CP6-SC1-02,O15,JCP2022_095031,COMPOUND,AXL kinase inhibitor|c-Met inhibitor|FLT3 inhibitor|hepatocyte growth factor receptor inhibitor|macrophage migration inhibiting factor inhibitor|tyrosine kinase inhibitor
15232,source_7,CP6-SC1-02,O21,JCP2022_069626,COMPOUND,antithyroid agent
15233,source_7,CP6-SC1-02,P05,JCP2022_063400,COMPOUND,xanthine oxidase inhibitor
15234,source_7,CP6-SC1-02,P13,JCP2022_004039,COMPOUND,aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist
15235,source_7,CP6-SC1-02,P14,JCP2022_058799,COMPOUND,acetylcholine receptor agonist|benzodiazepine receptor agonist
15236,source_7,CP6-SC1-02,P15,JCP2022_012543,COMPOUND,DNA inhibitor
15237,source_7,CP6-SC1-02,P16,JCP2022_025090,COMPOUND,protein synthesis stimulant
15238,source_7,CP6-SC1-02,P18,JCP2022_014409,COMPOUND,HIV integrase inhibitor
15239,source_7,CP6-SC1-02,P19,JCP2022_100221,COMPOUND,DNA polymerase inhibitor
15240,source_7,CP6-SC1-03,A05,JCP2022_009633,COMPOUND,sodium channel blocker
15241,source_7,CP6-SC1-03,A08,JCP2022_030831,COMPOUND,alcohol dehydrogenase inhibitor
15242,source_7,CP6-SC1-03,A09,JCP2022_077325,COMPOUND,guanylyl cyclase inhibitor|nitric oxide production inhibitor
15243,source_7,CP6-SC1-03,A14,JCP2022_035618,COMPOUND,androgen receptor agonist|cytochrome P450 inhibitor
15244,source_7,CP6-SC1-03,A17,JCP2022_060353,COMPOUND,prostanoid receptor antagonist
15245,source_7,CP6-SC1-03,A19,JCP2022_043681,COMPOUND,cytochrome P450 inhibitor
15246,source_7,CP6-SC1-03,A21,JCP2022_055210,COMPOUND,phosphodiesterase inhibitor
15247,source_7,CP6-SC1-03,A22,JCP2022_001567,COMPOUND,AP inhibitor
15248,source_7,CP6-SC1-03,B09,JCP2022_059004,COMPOUND,SYK inhibitor
15249,source_7,CP6-SC1-03,B11,JCP2022_045979,COMPOUND,EGFR inhibitor
15250,source_7,CP6-SC1-03,B13,JCP2022_115903,COMPOUND,JAK inhibitor
15251,source_7,CP6-SC1-03,B14,JCP2022_082793,COMPOUND,bone resorption inhibitor
15252,source_7,CP6-SC1-03,B20,JCP2022_025384,COMPOUND,DNA polymerase inhibitor
15253,source_7,CP6-SC1-03,C15,JCP2022_057808,COMPOUND,retinoid receptor agonist
15254,source_7,CP6-SC1-03,C21,JCP2022_081123,COMPOUND,MEK inhibitor
15255,source_7,CP6-SC1-03,C22,JCP2022_033535,COMPOUND,anti-inflammatory agent|interleukin inhibitor
15256,source_7,CP6-SC1-03,D05,JCP2022_107226,COMPOUND,HDAC inhibitor
15257,source_7,CP6-SC1-03,D07,JCP2022_072113,COMPOUND,FGFR inhibitor
15258,source_7,CP6-SC1-03,D11,JCP2022_046274,COMPOUND,PI3K inhibitor
15259,source_7,CP6-SC1-03,D18,JCP2022_114781,COMPOUND,dopamine receptor antagonist
15260,source_7,CP6-SC1-03,D19,JCP2022_032255,COMPOUND,monoamine oxidase inhibitor
15261,source_7,CP6-SC1-03,D20,JCP2022_029454,COMPOUND,tubulin polymerization inhibitor
15262,source_7,CP6-SC1-03,E07,JCP2022_114834,COMPOUND,dihydropyrimidine dehydrogenase inhibitor
15263,source_7,CP6-SC1-03,E10,JCP2022_023307,COMPOUND,AKT inhibitor
15264,source_7,CP6-SC1-03,E14,JCP2022_054276,COMPOUND,bacterial DNA gyrase inhibitor
15265,source_7,CP6-SC1-03,E16,JCP2022_053103,COMPOUND,calcium channel blocker
15266,source_7,CP6-SC1-03,E17,JCP2022_005373,COMPOUND,EGFR inhibitor
15267,source_7,CP6-SC1-03,E18,JCP2022_077797,COMPOUND,polar auxin transport inhibitor
15268,source_7,CP6-SC1-03,E21,JCP2022_004643,COMPOUND,glucose dependent insulinotropic receptor agonist
15269,source_7,CP6-SC1-03,F07,JCP2022_056893,COMPOUND,EGFR inhibitor
15270,source_7,CP6-SC1-03,F08,JCP2022_077797,COMPOUND,polar auxin transport inhibitor
15271,source_7,CP6-SC1-03,F14,JCP2022_015671,COMPOUND,NADPH oxidase inhibitor
15272,source_7,CP6-SC1-03,F15,JCP2022_037702,COMPOUND,TGF beta receptor inhibitor
15273,source_7,CP6-SC1-03,F22,JCP2022_072024,COMPOUND,phosphodiesterase inhibitor
15274,source_7,CP6-SC1-03,G04,JCP2022_080610,COMPOUND,breast cancer resistance protein inhibitor
15275,source_7,CP6-SC1-03,G05,JCP2022_040118,COMPOUND,histamine receptor antagonist
15276,source_7,CP6-SC1-03,G11,JCP2022_106061,COMPOUND,histamine receptor antagonist
15277,source_7,CP6-SC1-03,G12,JCP2022_036775,COMPOUND,glucosidase inhibitor
15278,source_7,CP6-SC1-03,G15,JCP2022_109019,COMPOUND,serine protease inhibitor
15279,source_7,CP6-SC1-03,H03,JCP2022_107154,COMPOUND,RAF inhibitor|VEGFR inhibitor
15280,source_7,CP6-SC1-03,H05,JCP2022_025933,COMPOUND,carbonic anhydrase inhibitor
15281,source_7,CP6-SC1-03,H07,JCP2022_098688,COMPOUND,ALK tyrosine kinase receptor inhibitor
15282,source_7,CP6-SC1-03,H09,JCP2022_054283,COMPOUND,Pim kinase inhibitor
15283,source_7,CP6-SC1-03,H15,JCP2022_073014,COMPOUND,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
15284,source_7,CP6-SC1-03,H17,JCP2022_013856,COMPOUND,PI3K inhibitor
15285,source_7,CP6-SC1-03,H18,JCP2022_025946,COMPOUND,adrenergic receptor agonist
15286,source_7,CP6-SC1-03,H20,JCP2022_067134,COMPOUND,acetylcholine receptor antagonist
15287,source_7,CP6-SC1-03,H21,JCP2022_111831,COMPOUND,protein synthesis inhibitor
15288,source_7,CP6-SC1-03,I07,JCP2022_023097,COMPOUND,fungal squalene epoxidase inhibitor
15289,source_7,CP6-SC1-03,I08,JCP2022_072343,COMPOUND,BCL inhibitor|MCL1 inhibitor
15290,source_7,CP6-SC1-03,I12,JCP2022_096587,COMPOUND,PPAR receptor agonist
15291,source_7,CP6-SC1-03,I16,JCP2022_089443,COMPOUND,anti-inflammatory agent
15292,source_7,CP6-SC1-03,I17,JCP2022_115083,COMPOUND,adrenergic receptor antagonist
15293,source_7,CP6-SC1-03,I18,JCP2022_000556,COMPOUND,cyclooxygenase inhibitor
15294,source_7,CP6-SC1-03,J04,JCP2022_101194,COMPOUND,protein tyrosine kinase inhibitor
15295,source_7,CP6-SC1-03,J05,JCP2022_082666,COMPOUND,PARP inhibitor
15296,source_7,CP6-SC1-03,J07,JCP2022_070876,COMPOUND,ACAT inhibitor
15297,source_7,CP6-SC1-03,J16,JCP2022_016538,COMPOUND,glutamate receptor antagonist
15298,source_7,CP6-SC1-03,J17,JCP2022_056621,COMPOUND,casein kinase inhibitor
15299,source_7,CP6-SC1-03,J22,JCP2022_044986,COMPOUND,antiviral
15300,source_7,CP6-SC1-03,K06,JCP2022_078431,COMPOUND,11-beta hydroxysteroid dehydrogenase inhibitor
15301,source_7,CP6-SC1-03,K08,JCP2022_062867,COMPOUND,norepinephrine reputake inhibitor
15302,source_7,CP6-SC1-03,K10,JCP2022_037734,COMPOUND,"aryl hydrocarbon receptor agonist|indoleamine 2,3-dioxygenase inhibitor"
15303,source_7,CP6-SC1-03,K17,JCP2022_035570,COMPOUND,vasopressin receptor antagonist
15304,source_7,CP6-SC1-03,K21,JCP2022_029428,COMPOUND,cholinergic receptor antagonist
15305,source_7,CP6-SC1-03,L03,JCP2022_019559,COMPOUND,ribosomal protein inhibitor
15306,source_7,CP6-SC1-03,L05,JCP2022_085009,COMPOUND,JAK inhibitor
15307,source_7,CP6-SC1-03,L20,JCP2022_046955,COMPOUND,Bcr-Abl kinase inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
15308,source_7,CP6-SC1-03,M03,JCP2022_055975,COMPOUND,adrenergic receptor antagonist
15309,source_7,CP6-SC1-03,M07,JCP2022_064148,COMPOUND,mucolytic agent
15310,source_7,CP6-SC1-03,M10,JCP2022_038194,COMPOUND,bone resorption inhibitor|estrogen-related receptor inverse agonist
